Processo;Sei!;Analise Tecnica;Ano;Via;UF;Regiao;Data Finalizacao;Descricao;Qtde Inicial;unid.;Preco Unitario Inicial;Mes Base Inicial;Ano Base Inicial;Preco Total Inicial;Qtde Final;unid.;Preco Unitario Final;Mes Base Final;Ano Base Final;Preco Total Final;Modalidade;Tipo de Indice;Indice Mês base Inicial;Indice Mês base Final;Indice Mês base Economia;Economia;Peso;Variacao Incial x Final;Variacao Ponderada
50609.002951/2019-61;5497838;AT n. 05/2020;2020;BR-030;BA;Nordeste;24/04/2020;Escavação carga e transporte de material de 1ª categoria – DMT de 7.000 a 8.000 m – caminho de serviço em revestimento primário – com escavadeira e caminhão basc. 14 m3.;5.937,64;m³;R$ 8,49;julho;2019;52005,58307;5937,64;m³;10,13;julho;2019;62051,42008;RODOVIÁRIO;IGP-DI;728,084;728,084;751,121;10045,83701;0,004149659;0,193168433;0,000801583
50609.002951/2019-61;5497838;AT n. 05/2020;2020;BR-030;BA;Nordeste;24/04/2020;Geogrelha unidirecional com resistência à tração de 1.000 Kn/m – fornecimento e instalação.;5.802,00;m²;R$ 162,61;julho;2019;973314,9434;5802;m²;149,79;julho;2019;896579,8252;RODOVIÁRIO;IGP-DI;728,084;728,084;751,121;-76735,11823;0,077663306;-0,07883894;-0,006122893
50609.002951/2019-61;5497838;AT n. 05/2020;2020;BR-030;BA;Nordeste;24/04/2020;Compactação manual.;1590,6;m²;0,19;julho;2019;311,7762262;1590,6;m²;0,19;julho;2019;311,7762262;RODOVIÁRIO;IGP-DI;728,084;728,084;751,121;0;2,49E-05;0;0
50609.002951/2019-61;5497838;AT n. 05/2020;2020;BR-030;BA;Nordeste;24/04/2020;Fornecimento e instalação de abrigo de ônibus em concreto armado pré-moldado padrão DNIT inclusive banco.;6;und;4353,06;julho;2019;26944,76006;6;und;3536,76;julho;2019;21891,99082;RODOVIÁRIO;IGP-DI;728,084;728,084;751,121;-5052,769232;0,002149992;-0,18752326;-0,000403173
50609.002951/2019-61;5497838;AT n. 05/2020;2020;BR-030;BA;Nordeste;24/04/2020;Guarda corpo de concreto.;590;m;299,17;julho;2019;182095,1883;590;m;299,17;julho;2019;182095,1883;RODOVIÁRIO;IGP-DI;728,084;728,084;751,121;0;0,014529844;0;0
50609.002951/2019-61;5497838;AT n. 05/2020;2020;BR-030;BA;Nordeste;24/04/2020;Fornecimento e aplicação de geogrelha de poliéster com revestimento betuminoso resistência à tração (bidirecional): nominal: 50 Kn/m.;111;m²;18,81;julho;2019;2153,972683;111;m²;18,81;julho;2019;2153,972683;RODOVIÁRIO;IGP-DI;728,084;728,084;751,121;0;0,000171871;0;0
50609.002951/2019-61;5497838;AT n. 05/2020;2020;BR-030;BA;Nordeste;24/04/2020;Usinagem de solo cimento com 10% de cimento com material de jazida em usina de 300 T/H.;942;m³;153,24;julho;2019;148919,4635;942;m³;153,24;julho;2019;148919,4635;RODOVIÁRIO;IGP-DI;728,084;728,084;751,121;0;0,011882668;0;0
50609.002951/2019-61;5497838;AT n. 05/2020;2020;BR-030;BA;Nordeste;24/04/2020;Fornecimento e cravação estacas metálicas perfil HP 250 x 62 inclusive cortes emendas e mobilização de equipamentos.;460;m;238,51;julho;2019;113186,0336;460;m;238,51;julho;2019;113186,0336;RODOVIÁRIO;IGP-DI;728,084;728,084;751,121;0;0,009031405;0;0
50609.002951/2019-61;5294953;AT n. 07/2020;2020;BR-376;PR;Sul;27/03/2020;Cabo de cobre flexível PP 2 x 4 mm2 (750 V) isolação em PVC fornecimento e instalação.;201;m;8,58;Abril;2019;1797,387597;201;m;6,45;Abril;2019;1351,182984;RODOVIÁRIO;IGP-DI;720,695;720,695;751,121;-446,2046132;0,001158561;-0,248251748;-0,000287615
50609.002951/2019-61;5294953;AT n. 07/2020;2020;BR-376;PR;Sul;27/03/2020;Remanejamento de redes de água e esgoto. ;1;und;221713,09;Abril;2019;231073,2805;1;und;182871,24;Abril;2019;190591,6215;RODOVIÁRIO;IGP-DI;720,695;720,695;751,121;-40481,65897;0,148945336;-0,175189701;-0,026093689
50609.002951/2019-61;5294953;AT n. 07/2020;2020;BR-376;PR;Sul;27/03/2020;Remanejamento de rede elétrica – postes e cabos aéreos. ;1;und;78449,14;Abril;2019;81761,07297;1;und;64705,66;Abril;2019;67437,37648;RODOVIÁRIO;IGP-DI;720,695;720,695;751,121;-14323,69649;0,052701595;-0,175189683;-0,009232776
50609.002951/2019-61;5294953;AT n. 07/2020;2020;BR-376;PR;Sul;27/03/2020;Fornecimento e aplicação de junta Jeene – JJ 6080 VV EPDM ou similar com lábios poliméricos. ;215,2;m;697,25;Abril;2019;156382,8721;215,2;m;575,1;Abril;2019;128986,4321;RODOVIÁRIO;IGP-DI;720,695;720,695;751,121;-27396,44006;0,100801354;-0,17518824;-0,017659212
50609.002951/2019-61;5294953;AT n. 07/2020;2020;BR-376;PR;Sul;27/03/2020;Ensaio de carregamento dinâmico.;40;und;3185,58;Abril;2019;132802,6993;40;und;2588,68;Abril;2019;107918,7124;RODOVIÁRIO;IGP-DI;720,695;720,695;751,121;-24883,98698;0,085602034;-0,187375611;-0,016039733
50609.002951/2019-61;5294953;AT n. 07/2020;2020;BR-376;PR;Sul;27/03/2020;Cabo de cobre flexível PP 4 x 15 mm2 (750 V) isolação em PVC fornecimento e instalação.;8195;m;7,38;Abril;2019;63032,38134;8195;m;5,55;Abril;2019;47402,4006;RODOVIÁRIO;IGP-DI;720,695;720,695;751,121;-15629,98074;0,040629445;-0,24796748;-0,010074781
50609.002951/2019-61;5294953;AT n. 07/2020;2020;BR-376;PR;Sul;27/03/2020;Controlador semafórico 8 fases com 4 potências convencionais para LED’s 1 comunicação ETHERNET GSM GPRS e 1 módulo GPS. Equipamento compatível com Central Semafórica ANTARES (Dataprom DP 40 ou similar) fornecimento e instalação.;7;und;21519,29;Abril;2019;156994,4767;7;und;16182,35;Abril;2019;118058,7078;RODOVIÁRIO;IGP-DI;720,695;720,695;751,121;-38935,7689;0,101195582;-0,248007253;-0,025097238
50609.002951/2019-61;5294953;AT n. 07/2020;2020;BR-376;PR;Sul;27/03/2020;Grupo focal veicular gradativo (semáforo convencional com informação auxiliar de tempo) – para semáforos conforme especificações técnicas (SDM ou similar) fornecimento e instalação. ;56;und;9669,71;Abril;2019;564364,7392;56;und;7271,55;Abril;2019;424398,0863;RODOVIÁRIO;IGP-DI;720,695;720,695;751,121;-139966,6529;0,363778519;-0,248007438;-0,090219778
50609.002951/2019-61;5294953;AT n. 07/2020;2020;BR-376;PR;Sul;27/03/2020;Braço especial projetado em tubo de aço dobrado (curva) com comprimento de 5 metros projetado para receber um ou dois grupos focais gradativos com resistência a ventos de até 80 km/h conforme especificações técnicas fornecimento e instalação.;56;und;1508,96;Abril;2019;88069,21995;56;und;1134,73;Abril;2019;66227,59116;RODOVIÁRIO;IGP-DI;720,695;720,695;751,121;-21841,62879;0,056767704;-0,248005249;-0,014078689
50609.002951/2019-61;5294953;AT n. 07/2020;2020;BR-376;PR;Sul;27/03/2020;Coluna composta engastada para semáforo conforme especificações técnicas fornecimento e instalação.;28;und;1960,76;Abril;2019;57219,07927;28;und;1474,48;Abril;2019;43028,41143;RODOVIÁRIO;IGP-DI;720,695;720,695;751,121;-14190,66784;0,036882304;-0,248005875;-0,009147028
50610.008465/2019-17 ;5389977;AT n. 01/2020;2020;BR-285;RS;Sul;09/04/2020;Muro de gabião com solo reforçado – 05 x 1 x 4 m. ;950,5;m³;1443,88;Outubro;2018;1701838,246;1112,08;m³;1512,14;Julho;2019;1734828,104;RODOVIÁRIO;IGP-DI;708,694;728,084;751,121;32989,858;0,043012447;0,019384838;0,000833789
50610.008465/2019-17 ;5389977;AT n. 01/2020;2020;BR-285;RS;Sul;09/04/2020;Muro de gabião com solo reforçado – 1 x 1 x 4 m .;1.315,00;m³;1619,46;Outubro;2018;2640784,659;1538,55;m³;1688,6;Julho;2019;2680197,615;RODOVIÁRIO;IGP-DI;708,694;728,084;751,121;39412,95574;0,066743482;0,014924714;0,000996127
50610.008465/2019-17 ;5389977;AT n. 01/2020;2020;BR-285;RS;Sul;09/04/2020;Muro de gabião com solo reforçado – 05 x 1 x 5 m.;502,5;m³;1535,29;Outubro;2018;956664,8204;587,92;m³;1604,01;Julho;2019;972867,5613;RODOVIÁRIO;IGP-DI;708,694;728,084;751,121;16202,74092;0,024178852;0,016936696;0,00040951
50610.008465/2019-17 ;5389977;AT n. 01/2020;2020;BR-285;RS;Sul;09/04/2020;Muro de gabião com solo reforçado – 1 x 1 x 5 m.;685;m³;1727,81;Outubro;2018;1467653,602;801,45;m³;1797,48;Julho;2019;1486171,46;RODOVIÁRIO;IGP-DI;708,694;728,084;751,121;18517,85794;0,037093639;0,012617322;0,000468022
50610.008465/2019-17 ;5389977;AT n. 01/2020;2020;BR-285;RS;Sul;09/04/2020;Muro de gabião com solo reforçado – 05 x 1 x 6 m.;428,5;m³;1640,4;Outubro;2018;871632,1999;501,34;m³;1709,64;Julho;2019;884230,4041;RODOVIÁRIO;IGP-DI;708,694;728,084;751,121;12598,20415;0,022029728;0,014453578;0,000318408
50610.008465/2019-17 ;5389977;AT n. 01/2020;2020;BR-285;RS;Sul;09/04/2020;Muro de gabião com solo reforçado – 1 x 1 x 6 m.;671;m³;1829,99;Outubro;2018;1522678,609;785,07;m³;1900,16;Julho;2019;1538958,719;RODOVIÁRIO;IGP-DI;708,694;728,084;751,121;16280,1095;0,038484347;0,010691757;0,000411465
50610.008465/2019-17 ;5389977;AT n. 01/2020;2020;BR-285;RS;Sul;09/04/2020;Muro de gabião com solo reforçado – 05 x 1 x 7 m .;605;m³;1738,8;Outubro;2018;1304899,228;708,07;m³;1808,52;Julho;2019;1321076,378;RODOVIÁRIO;IGP-DI;708,694;728,084;751,121;16177,15027;0,032980167;0,012397241;0,000408863
50610.008465/2019-17 ;5389977;AT n. 01/2020;2020;BR-285;RS;Sul;09/04/2020;Muro de gabião com solo reforçado – 1 x 1 x 7 m.;956;m³;1928,1;Outubro;2018;2285727,519;1118,52;m³;1998,76;Julho;2019;2306390,394;RODOVIÁRIO;IGP-DI;708,694;728,084;751,121;20662,87492;0,057769729;0,009039955;0,000522236
50610.008465/2019-17 ;5389977;AT n. 01/2020;2020;BR-285;RS;Sul;09/04/2020;Muro de gabião com solo reforçado – 05 x 1 x 8 m.;139,5;m³;1840,13;Outubro;2018;318307,1682;163,21;m³;1910,35;Julho;2019;321653,3837;RODOVIÁRIO;IGP-DI;708,694;728,084;751,121;3346,215545;0,00804493;0,010512536;8,46E-05
50610.008465/2019-17 ;5389977;AT n. 01/2020;2020;BR-285;RS;Sul;09/04/2020;Muro de gabião com solo reforçado – 1 x 1 x 8 m.;190;m³;2043,31;Outubro;2018;481420,8236;222,3;m³;1709,64;Julho;2019;392078,0684;RODOVIÁRIO;IGP-DI;708,694;728,084;751,121;-89342,75512;0,012167483;-0,18558141;-0,002258059
50610.008465/2019-17 ;5389977;AT n. 01/2020;2020;BR-285;RS;Sul;09/04/2020;Sub-base estabilizada granulometricamente com mistura fresado-pó-de-pedra (70% - 30%) na pista com brita comercial. ;674,16;m³;40,42;Outubro;2018;28880,88109;674,16;m³;44,74;Julho;2019;31116,25899;RODOVIÁRIO;IGP-DI;708,694;728,084;751,121;2235,377901;0,000729939;0,077399921;5,65E-05
50610.008465/2019-17 ;5389977;AT n. 01/2020;2020;BR-285;RS;Sul;09/04/2020;Barreira dupla de concreto pré-moldada (alt) . ;10.416,00;m;709,75;Outubro;2018;7162831,365;9522;m;851,18;Julho;2019;8361380,834;RODOVIÁRIO;IGP-DI;708,694;728,084;751,121;1198549,469;0,181034188;0,167329008;0,030292271
50610.008465/2019-17 ;5389977;AT n. 01/2020;2020;BR-285;RS;Sul;09/04/2020;Defensa metálica simples – fornecimento e implantação – H2AW3. ;9068;m;341,61;Outubro;2018;3336391,939;9215;m;351,77;Julho;2019;3344125,406;RODOVIÁRIO;IGP-DI;708,694;728,084;751,121;7733,46654;0,084324337;0,002317913;0,000195456
50610.008465/2019-17 ;5389977;AT n. 01/2020;2020;BR-285;RS;Sul;09/04/2020;Pintura de cura para CCR. Pintura de ligação.;4.300,00;m²;2,1;Outubro;2018;698275,5104;313730,23;m²;0,25;Julho;2019;80914,2091;RODOVIÁRIO;IGP-DI;708,694;728,084;751,121;-617361,3013;0,017648292;-0,884122803;-0,015603257
50610.008465/2019-17 ;5389977;AT n. 01/2020;2020;BR-285;RS;Sul;09/04/2020;Geomanta para solo grampeado – fornecimento e instalação. ;5031;m²;69,97;Outubro;2018;373093,2051;5031;m²;71,54;Julho;2019;371305,746;RODOVIÁRIO;IGP-DI;708,694;728,084;751,121;-1787,459053;0,009429599;-0,004790918;-4,52E-05
50610.008465/2019-17 ;5389977;AT n. 01/2020;2020;BR-285;RS;Sul;09/04/2020;Boca de lobo combinada – chapéu e grelha simples – BLC 02 – com grelha de ferro – TCC 02 areia e brita comerciais.;10;und;1561,17;Outubro;2018;16546,31719;10;und;1918,37;Julho;2019;19790,68339;RODOVIÁRIO;IGP-DI;708,694;728,084;751,121;3244,366202;0,000418193;0,196077844;8,20E-05
50610.008465/2019-17 ;5389977;AT n. 01/2020;2020;BR-285;RS;Sul;09/04/2020;Terminal absorvedor de energia.;29;und;6747,55;Outubro;2018;207393,5558;29;und;8291,39;Julho;2019;248058,2973;RODOVIÁRIO;IGP-DI;708,694;728,084;751,121;40664,7415;0,005241688;0,196075241;0,001027765
50610.008465/2019-17 ;5389977;AT n. 01/2020;2020;BR-285;RS;Sul;09/04/2020;Refletivo prismático.;7729;und;20,22;Outubro;2018;165636,3329;7729;und;24,85;Julho;2019;198142,7186;RODOVIÁRIO;IGP-DI;708,694;728,084;751,121;32506,38565;0,004186311;0,196251541;0,00082157
50610.008465/2019-17 ;5389977;AT n. 01/2020;2020;BR-285;RS;Sul;09/04/2020;Transplante de espécies protegidas de médio porte.;95;und;1629,38;Outubro;2018;164057,895;95;und;2002,18;Julho;2019;196225,363;RODOVIÁRIO;IGP-DI;708,694;728,084;751,121;32167,46797;0,004146417;0,19607388;0,000813004
50618.000279/2020-01 - LOTE 2;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Perfuração armação e concretagem de estaca raiz Ø 410 mm em rocha.;417,5;m;1012,23;Novembro;2016;489434,7025;417,5;m;1012,23;Novembro;2016;489434,7025;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;0;0,039610284;0;0
50618.000279/2020-01 - LOTE 2;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Concreto fck= 30 Mpa – confecção em central dosadora de 30 m3/h – areia brita comerciais. ;2351,2;m³;309,23;Novembro;2016;842035,2411;2351,2;m³;309,23;Novembro;2016;842035,2411;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;0;0,068146486;0;0
50618.000279/2020-01 - LOTE 2;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Concreto estr. fck= 40 Mpa-c.raz. c/adit. Confecção em central dosadora de 30 m3/h. lanç. – AC/BC. ;3473,3;m³;368,33;Novembro;2016;1481625,568;3473,3;m³;368,33;Novembro;2016;1481625,568;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;0;0,119908967;0;0
50618.000279/2020-01 - LOTE 2;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Apicoamento mecanizado de concreto deteriorado até 5 cm de profundidade. ;292,8;m²;17,28;Novembro;2016;5859,679804;292,8;m²;17,28;Novembro;2016;5859,679804;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;0;0,000474228;0;0
50618.000279/2020-01 - LOTE 2;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Limpeza de superfície de concreto com jateamento d’água sob pressão. ;304,8;m²;2,39;Novembro;2016;843,6687021;304,8;m²;2,39;Novembro;2016;843,6687021;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;0;6,83E-05;0;0
50618.000279/2020-01 - LOTE 2;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Fornecimento e lançamento de concreto projetado fck ? 30 Mpa. ;82,16;m³;632,34;Novembro;2016;60168,63514;82,16;m³;782,8;Novembro;2016;74485,25728;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;14316,62214;0,004869489;0,237941614;0,001158654
50618.000279/2020-01 - LOTE 2;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Andaimes suspensos de madeira inclusive plataforma. ;6018,04;m²;60,74;Novembro;2016;423339,6362;6018,04;m²;60,74;Novembro;2016;423339,6362;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;0;0,034261165;0;0
50618.000279/2020-01 - LOTE 2;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Plataforma de serviços em chapas metálicas (espessura 476 mm) sobre estacas metálicas inclusive remoção da plataforma. ;22239;m³xm;9,38;Novembro;2016;241589,0065;22239;m³xm;9,38;Novembro;2016;241589,0065;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;0;0,019551963;0;0
50618.000279/2020-01 - LOTE 2;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Estaca metálica perfil H – W 200 mm x 59 mm (aquisição cravação e remoção). ;1920;m;382,54;Novembro;2016;850623,0694;1920;m;382,54;Novembro;2016;850623,0694;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;0;0,068841505;0;0
50618.000279/2020-01 - LOTE 2;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Construção de ensecadeira dupla em chapa de madeira comp. Resinada de 12 mm de espessura com afastamento interno de 30 cm escorada em estroncas cravada a cada 10 m costelamento com barrotes de 3 x 3 polegadas e preenchida com material argiloso. ;536,8;m²;101,15;Novembro;2016;62883,61048;536,8;m²;101,15;Novembro;2016;62883,61048;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;0;0,005089213;0;0
50618.000279/2020-01 - LOTE 2;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Esgotamento de água com moto-bomba. ;480;h;22,47;Novembro;2016;12491,17763;480;h;22,47;Novembro;2016;12491,17763;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;0;0,00101092;0;0
50618.000279/2020-01 - LOTE 2;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Execução de furo de Ø= 10 mm em estrutura de concreto armado. ;1,6;m;141,96;Novembro;2016;263,0540835;1,6;m;31,97;Novembro;2016;59,24090624;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;-203,8131773;2,13E-05;-0,774795717;-1,65E-05
50618.000279/2020-01 - LOTE 2;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Execução de furo de Ø= 125 mm em estrutura de concreto armado.;32,8;m;149,61;Novembro;2016;5683,207871;32,8;m;42,5;Novembro;2016;1614,439774;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;-4068,768098;0,000459946;-0,71592808;-0,000329288
50618.000279/2020-01 - LOTE 2;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Execução de furo de Ø= 20 mm em estrutura de concreto armado.;1;m;58,35;Novembro;2016;67,57715982;1;m;165,75;Novembro;2016;191,9608267;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;124,3836669;5,47E-06;1,840616967;1,01E-05
50618.000279/2020-01 - LOTE 2;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Colagem de armaduras em concreto com resina epóxi tipo Sikadur 32.;2,11;kg;85,97;Novembro;2016;210,081813;2,11;kg;85,97;Novembro;2016;210,081813;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;0;1,70E-05;0;0
50618.000279/2020-01 - LOTE 2;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Lançamento mecânico de concreto com bomba rebocável com capacidade de 30 m3/h. ;5824,5;m³;10,27;Novembro;2016;69276,85568;5824,5;m³;9,71;Novembro;2016;65499,34456;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;-3777,511118;0,005606623;-0,054527751;-0,000305717
50618.000279/2020-01 - LOTE 2;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Adensamento de concreto por vibrador de imersão. ;5823,9;m³;6,65;Novembro;2016;44853,32357;5823,9;m³;6,65;Novembro;2016;44853,32357;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;0;0,00363001;0;0
50618.000279/2020-01 - LOTE 2;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Demolição de gabião caixa (lado esquerdo da ponte).;27;m³;247,41;Novembro;2016;7736,420874;27;m³;247,71;Novembro;2016;7745,801765;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;9,38089108;0,000626114;0,001212562;7,59E-07
50618.000279/2020-01 - LOTE 3;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Concreto estr. fck= 30 Mpa-c.raz. c/adit. Confecção em central dosadora de 30 m3/h. lanç. – areia e brita comerciais.  ;3900,56;m³;310,05;Novembro;2016;1400611,775;3900,56;m³;310,05;Novembro;2016;1400611,775;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;0;0,113352466;0;0
50618.000279/2020-01 - LOTE 3;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Concreto estr. fck= 40 Mpa-c.raz. c/adit. Confecção em central dosadora de 30 m3/h. lanç. – AC/BC.;2228,12;m³;369,22;Novembro;2016;952758,5823;2228,12;m³;369,22;Novembro;2016;952758,5823;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;0;0,077107401;0;0
50618.000279/2020-01 - LOTE 3;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Lançamento e posicionamento de pré-lajes.  ;170,28;m³;34,02;Novembro;2016;6708,988159;170,28;m³;34,02;Novembro;2016;6708,988159;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;0;0,000542963;0;0
50618.000279/2020-01 - LOTE 3;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Camada drenante para proteção de muros de contenção – AC.  ;1162,78;m³;82,27;Novembro;2016;110789,3783;1162,78;m³;82,27;Novembro;2016;110789,3783;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;0;0,00896626;0;0
50618.000279/2020-01 - LOTE 3;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Boca de lobo combinada – chapéu e grelha concr. BLC 01 AC/BC.  ;128;und;1615,53;Novembro;2016;239488,1733;128;und;1615,53;Novembro;2016;239488,1733;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;0;0,019381941;0;0
50618.000279/2020-01 - LOTE 3;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Boca de lobo combinada – chapéu e grelha concr. BLC 02 AC/BC.  ;13;und;1892,89;Novembro;2016;28498,88073;13;und;1892,89;Novembro;2016;28498,88073;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;0;0,002306434;0;0
50618.000279/2020-01 - LOTE 3;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Apicoamento mecanizado de concreto deteriorado até 5 cm de profundidade.;57,66;m²;17,28;Novembro;2016;1153,92465;57,66;m²;17,28;Novembro;2016;1153,92465;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;0;9,34E-05;0;0
50618.000279/2020-01 - LOTE 3;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Limpeza de superfície de concreto com jateamento d’água sob pressão.;57,66;m²;2,39;Novembro;2016;159,599532;57,66;m²;2,39;Novembro;2016;159,599532;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;0;1,29E-05;0;0
50618.000279/2020-01 - LOTE 3;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Fornecimento e lançamento de concreto projetado fck ? 30 Mpa.;3,28;m³;631,24;Novembro;2016;2397,879912;3,28;m³;782,8;Novembro;2016;2973,608129;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;575,7282167;0,000194062;0,240098853;4,66E-05
50618.000279/2020-01 - LOTE 3;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Andaimes suspensos de madeira inclusive plataforma.;503,77;m²;60,74;Novembro;2016;35437,75191;503,77;m²;60,74;Novembro;2016;35437,75191;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;0;0,002868001;0;0
50618.000279/2020-01 - LOTE 3;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Execução de solo cimento no traço 1:20.;335,84;m³;159,76;Novembro;2016;62138,32578;335,84;m³;159,76;Novembro;2016;62138,32578;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;0;0,005028897;0;0
50618.000279/2020-01 - LOTE 3;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Poço de visita de 340 m x 160 m p/ BTL D= 240 m.;2;und;7460,02;Novembro;2016;17279,41607;2;und;7460,02;Novembro;2016;17279,41607;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;0;0,001398435;0;0
50618.000279/2020-01 - LOTE 3;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Poço de visita de 420 m x 160 m p/ BTL D= 240 m.;14;und;8865,23;Novembro;2016;143739,827;14;und;8865,23;Novembro;2016;143739,827;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;0;0,011632962;0;0
50618.000279/2020-01 - LOTE 3;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Bueiro metálico com chapas múltiplas MP 100 galvanizadas – D= 240 m – brita comercial.;119;m;3748,94;Novembro;2016;516671,5233;119;m;3748,94;Novembro;2016;516671,5233;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;0;0,041814579;0;0
50618.000279/2020-01 - LOTE 3;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Execução de furo de Ø= 125 mm em estrutura de concreto armado.;97,6;m;149,26;Novembro;2016;16871,44691;97,6;m;42,5;Novembro;2016;4803,942741;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;-12067,50417;0,001365418;-0,715261959;-0,000976631
50618.000279/2020-01 - LOTE 3;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Execução de furo de Ø= 20 mm em estrutura de concreto armado.;14,1;m;58,2;Novembro;2016;950,3884986;14,1;m;165,75;Novembro;2016;2706,647657;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;1756,259158;7,69E-05;1,847938144;0,000142135
50618.000279/2020-01 - LOTE 3;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Colagem de armaduras em concreto com resina epóxi tipo Sikadur 32.;9,86;kg;85,97;Novembro;2016;981,7093251;9,86;kg;85,97;Novembro;2016;981,7093251;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;0;7,95E-05;0;0
50618.000279/2020-01 - LOTE 3;5561746;AT n. 09/2020;2020;BR-343;PI;Nordeste;06/05/2020;Lançamento mecânico de concreto com bomba rebocável com capacidade de 30 m3/h.;5995,68;m³;9,83;Novembro;2016;68257,6038;5995,68;m³;9,83;Novembro;2016;68257,6038;RODOVIÁRIO;IGP-DI;648,561;648,561;751,121;0;0,005524134;0;0
